序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
1019,0,294225270049,3493298077436098,顾你倾城,3,保密,可惜了，少了一盏考生的指路明灯。,2026-03-26 10:29:36,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/3b2f0028cab887996afd502cd13e8984bbb582bf.jpg,0.13439536094665527,0.8656045794487,人类撰写
1020,0,294194769201,4646398,虚空之言155,6,男,@蔡雅奇刑法,2026-03-26 04:00:47,0,0,人要有立场，没谁有资格站在天上当理中客。,北京,是,https://i1.hdslb.com/bfs/face/76d5967bc5938d8ee04c965e357b3358ad66eb68.jpg,0.06419629603624344,0.9358037114143372,人类撰写
1021,0,296722873296,198023912,rqef2428,4,保密,你还寒门，真正的寒门可没有一个律师的父亲，真正的寒门还需要跳擦边来养活自己,2026-03-26 07:01:33,0,0,,河南,否,https://i2.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg,0.016717679798603058,0.9832823872566223,人类撰写
1022,0,296734377680,377314,Mr。菜の日常℃,6,男,人不是老了才会死，而是随时随地都有可能会死，小学初中高中死掉的同学多的是，非正常死亡。,2026-03-26 09:21:34,0,0,签名什么的都是秀给别人看的。。。,重庆,是,https://i1.hdslb.com/bfs/face/60cf9afe4a82697c3dec51993e7e9df409b7de61.jpg,0.013448870740830898,0.9865511655807495,人类撰写
1023,0,296745230736,696688722,失恋333天,5,男,郭律，你也要注意保重体重啊,2026-03-26 11:10:39,0,0,,河北,否,http://i0.hdslb.com/bfs/face/b6692301b129b8d0e3c84a8e4946d9832a142be3.jpg,0.04175369068980217,0.9582462906837463,人类撰写
1024,0,294196089425,679290667,我滴猫猫头_,5,保密,他如果不拼也到不了这个地位，也挣不了这么多钱。挣钱是会让人上瘾的，尤其挣大钱,2026-03-26 04:13:07,0,0,,广东,否,https://i1.hdslb.com/bfs/face/8b1eb3adbe8416b6116535048bcf7b49605af0ac.jpg,0.013805852271616459,0.9861941933631897,人类撰写
1025,0,294220824145,236488955,西明大西瓜,6,男,冯律师在上海，想买房，想换车，各位老铁注意了[doge],2026-03-26 09:39:43,0,0,资深咸鱼玩家,江苏,否,https://i2.hdslb.com/bfs/face/829bb5d189c5afdd3b4fd9056eadd6c2094a8c19.jpg,0.05384594947099686,0.946153998374939,人类撰写
1026,0,294215048193,341122662,杂莯,6,保密,26年一开年周围各种猝死[微笑],2026-03-26 08:25:12,0,1,,吉林,是,https://i0.hdslb.com/bfs/face/701157ac235b65553e4868dc422546eae57737b6.jpg,0.01972329057753086,0.9802767038345337,人类撰写
1027,0,294194692193,302233288,70后电竞大爷爱嘤斯坦,6,男,谁愿意卷的？都有肉吃谁还干活？是谁垄断了资源故意放一点点让你去抢破头，一个学校每年晋升职称有限的几个名额都哄抢得斯文扫地。[大哭][大哭][大哭],2026-03-26 03:58:43,0,1,"70后武汉老宅男,前中国红客联盟华中区成员,武汉电脑沙龙硬件评测区版主,WCG06星际争霸武汉赛区预选赛亚军,现役高中语文教师退休倒计时..",湖北,否,https://i1.hdslb.com/bfs/face/ee29a5b1aef6bb221c577204db9f83a3b41e599a.jpg,0.021459802985191345,0.9785401821136475,人类撰写
1028,0,296731759264,3537121283410139,无限暖暖好好玩哈,5,保密,看到有人说阴谋论？不至于吧应该,2026-03-26 08:54:51,1,1,,河南,否,https://i2.hdslb.com/bfs/face/b27c172eaec12f4cbb2083100e892ad58a0d034b.webp,0.0347106046974659,0.9652893543243408,人类撰写
1029,296731759264,296741036000,27036049,折一枝桃将春渡,6,保密,没啥阴谋论吧，他之前就因为心脏问题进过医院，自己不把命当回事[笑哭]本来睡眠就少了，还要运动那么久,2026-03-26 10:30:55,0,0,活着也行，死了更好,广东,否,https://i1.hdslb.com/bfs/face/3f5c7ffb5c6ac75e3fa91335db2bd3f646b2ea27.jpg,0.06335578858852386,0.9366441965103149,人类撰写
1030,0,296747492928,1373028737,沃斯你个咪哒,5,保密,拼命干活是为了无限的物质欲。。。这有些悲催。。。不太值吧,2026-03-26 11:33:12,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.03499629348516464,0.9650036692619324,人类撰写
1031,0,296708861376,36841823,风度偏偏的惊叹号,5,男,还是那句话，没到别人的位置上不会理解别人的想法，不是想抽离就能抽离，各有各的命。,2026-03-26 04:16:42,0,0,未定，且行...,湖南,是,https://i2.hdslb.com/bfs/face/ce22ceb4cee368025561ab67b1479c8334d22deb.jpg,0.018896454945206642,0.9811035394668579,人类撰写
1032,0,296736796256,1496684122,蛋包饭当然全bot,4,保密,不是不想停、不是不知道、而是不敢停、不能停、知道也要继续下去。在发病前他应该也能感受到身体的异样、但是种种原因下、也许他选择了忽视、选择了赌一把不是今天、哎,2026-03-26 09:47:47,0,1,,吉林,否,https://i1.hdslb.com/bfs/face/dbe4b7054bbbe7d5f5b914922d58e43f349697ed.jpg,0.02335619553923607,0.9766437411308289,人类撰写
1033,0,294194232961,455193,黑蘑菇,6,保密,身体健康就是最大的财富,2026-03-26 03:53:53,0,1,,广东,是,https://i0.hdslb.com/bfs/face/f2e3df10c6e10467da039edd87cd531cd480c6a8.jpg,0.13935472071170807,0.8606452941894531,人类撰写
1034,0,294213615841,1920696278,蓝的bules,5,保密,148了吗,2026-03-26 08:04:59,0,0,,天津,是,https://i2.hdslb.com/bfs/face/ca6a1b47c29736c0c4431b17f155d293ff4dbe93.jpg,0.03461398556828499,0.9653860330581665,人类撰写
1035,0,294197365793,1545332072,清-松,5,男,寒门出贵子本来就是强人所难，自己没出息还要强迫孩子有出息,2026-03-26 04:27:53,0,1,,江西,否,https://i2.hdslb.com/bfs/face/886b4b81ded711a75927f7364998344d85c3ab6a.jpg,0.035526469349861145,0.9644735455513,人类撰写
1036,0,294197985761,498528759,不天才选手FlashLight,6,男,总之，好好吃饭，好好生活，好好睡觉，好好休息不仅送给我们，也送给冯律你，你要是有个三长两短，我们吃什么呀[大哭][大哭][大哭][大哭],2026-03-26 04:34:53,0,0,星光荡开宇宙，本人闪耀其中 游戏第一下饭王,云南,是,https://i0.hdslb.com/bfs/face/1be3f6f99efa0de64af26134321adae14efa5166.jpg,0.018035808578133583,0.9819642305374146,人类撰写
1037,0,294215505857,361182876,奇异通配符,6,男,不管什么时候，只要想一想有一天你会死去，什么人际关系，什么身价过亿，全部都是浮云，不把人当人看，生活的一切都会变得轻松。,2026-03-26 08:33:24,0,0,创立于2020年7月25日下午5点34分,江苏,否,https://i0.hdslb.com/bfs/face/1c7cad2a8ea7fa74f6fd8c5ed2dc7055601cd16b.jpg,0.07540454715490341,0.9245954751968384,人类撰写
1038,0,296745875328,299697021,一定文明你我他,6,保密,@蔡雅奇刑法,2026-03-26 11:16:44,0,0,,河南,是,https://i0.hdslb.com/bfs/face/523ae3c154479e947f915d79f496ddfd98390137.jpg,0.06419629603624344,0.9358037114143372,人类撰写
1039,0,296723367568,457069949,我空是空,6,保密,从小应该被教育好好花钱，吃透资本增值方为人上人[滑稽],2026-03-26 07:06:00,0,0,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.03843436762690544,0.9615656137466431,人类撰写
1040,0,296709202864,242427045,秋水丿灬,6,保密,日啃煎饼两三个，不辞长做闲散人,2026-03-26 04:19:35,0,0,一张白纸，一抔纸灰,山东,否,https://i0.hdslb.com/bfs/face/92036294a822db78447564e38673e7d963a46fcc.jpg,0.036971401423215866,0.963028609752655,人类撰写
1041,0,296742584256,549891919,不许人间有仙人,5,保密,人不是到老了才会死，而是随时都会,2026-03-26 10:45:07,0,0,,上海,否,https://i1.hdslb.com/bfs/face/4aaf1759fb179a92c9546200d1e7da7e9963f4cc.jpg,0.03899642080068588,0.9610036015510559,人类撰写
1042,0,294226286001,39268552,专注波兰球传播,6,男,谁爱奋斗，谁去奋斗，我躺平就好[笑哭][笑哭][笑哭],2026-03-26 10:40:00,0,1,"该账号只传播波兰球动画。
方便波兰球粉丝观看。
点点关注，绝对精彩
所有视频都是来自YouTube，不会发布链接。",福建,是,https://i1.hdslb.com/bfs/face/c1ac64cc5f9287332e5ecf45b9acb70fb2685f4d.jpg,0.05927257612347603,0.9407274723052979,人类撰写
1043,0,296738781216,386087005,蕭郞,6,保密,关注冯律师有3年了，她头发不倔强的翘着了。岁月不饶人啊[滑稽],2026-03-26 10:07:33,0,0,有能力，很神秘。,辽宁,否,http://i1.hdslb.com/bfs/face/284008aeb6fcf44387e8c958d7426f1dbb6e7feb.jpg,0.01336592249572277,0.9866341352462769,人类撰写
1044,0,294229722321,166582970,魔幻云魔,6,女,路有冻死骨，普通人一样,2026-03-26 11:15:33,0,1,尊道贵德，博学善建,浙江,是,https://i2.hdslb.com/bfs/face/bc73e4ad562881a9654a51a05457fb0a1c1b7505.jpg,0.0188797265291214,0.9811202883720398,人类撰写
1045,0,294216647617,71360173,雾月2008,6,保密,侯主任的穷怕了,2026-03-26 08:47:26,0,0,,四川,是,https://i1.hdslb.com/bfs/face/062ff52945da0c77fca522be14c544031013fd6e.jpg,0.020962979644536972,0.9790371060371399,人类撰写
1046,0,296718405904,3546692083256132,尼禄铁板烤鱿鱼,5,保密,予希宝宝一定要注意身体，咱们一起好好休息[给心心],2026-03-26 06:00:36,0,0,,上海,是,https://i2.hdslb.com/bfs/face/0158bda0faa7b3cba4fb32a23c6a776bb2c7342c.jpg,0.02089722268283367,0.9791027903556824,人类撰写
1047,0,294219906065,1879730183,baobalder,6,男,人不是老了才会死，而且随时都会！人类不是未来才会灭亡，而是随时都会，一个疫情就搞的全球手足无措,2026-03-26 09:29:38,0,0,包包老师,江苏,否,https://i2.hdslb.com/bfs/face/d98296fa6d47d242b9d30de857fcce156b17662c.jpg,0.01944868080317974,0.9805513620376587,人类撰写
1048,0,294210693297,66566592,biggestflood,6,保密,凌晨两三点钟写辩护词我不太相信，耍手机比较可能[doge][doge][doge],2026-03-26 07:22:21,0,1,,江苏,否,http://i0.hdslb.com/bfs/face/5474260d09f85436d70397c8f47d09d19f6ef795.jpg,0.02033405750989914,0.9796659350395203,人类撰写
1049,0,296708146928,514040308,余心怀沙,6,保密,@蔡雅奇刑法,2026-03-26 04:09:37,1,0,今年破10000小时,上海,是,https://i1.hdslb.com/bfs/face/ed1a451c5098c2556b8df21d7889ea6096b7f0b9.jpg,0.06419629603624344,0.9358037114143372,人类撰写
1050,296708146928,296708198960,514040308,余心怀沙,6,保密,指名道姓了,2026-03-26 04:09:48,0,0,今年破10000小时,上海,是,https://i1.hdslb.com/bfs/face/ed1a451c5098c2556b8df21d7889ea6096b7f0b9.jpg,0.04691769555211067,0.953082263469696,人类撰写
1051,0,296740419776,439173539,绯红武姬,6,保密,很清楚啊，在健康和换车子换大房子自己决定吧。年轻身体好时候肯定要拼一把[汤圆],2026-03-26 10:23:29,0,0,,广西,否,https://i2.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg,0.015432678163051605,0.9845672845840454,人类撰写
1052,0,296733591792,513977500,呆呆王Dirk,6,保密,大家都要保重啊！冯律师也要注意身体,2026-03-26 09:14:40,0,0,,湖北,是,https://i1.hdslb.com/bfs/face/496d2d19c9359f05d0267e1af8f78d457ff4dc23.jpg,0.04114802926778793,0.9588519930839539,人类撰写
1053,0,296724309120,205273515,乐幽篁,6,男,张雪峰也不是什么双一流尖子生，他也说自己当年毕业都难。而且没干过一天就读专业的工作。对他帮助最大的也就是大学学的播音学。然后遇上了网红经济。靠时代机遇上去的，但却鼓吹个人努力。说能住上高档小区的人，都是靠工作努力。评价买不起房子的人都是不努力。,2026-03-26 07:20:06,0,1,,河南,是,http://i0.hdslb.com/bfs/face/29f2e1b52becad8a607118c7b22a5fa611ed4d15.jpg,0.07409188151359558,0.925908088684082,人类撰写
1054,0,296730386560,388492344,原来是古典派I,6,男,为什么冯律师后面有空间波动。,2026-03-26 08:38:52,1,3,往前走，不要回头！！！,安徽,是,https://i0.hdslb.com/bfs/face/c639ca0e2875d6014e12476a4322dd6c9081b0c7.jpg,0.027884632349014282,0.9721153378486633,人类撰写
1055,296730386560,296731841744,3546702665485016,认识企鹅的北极熊,4,男,斗宗强者,2026-03-26 08:53:24,0,0,番王小丑何足论，我一剑能挡百万兵,湖北,否,https://i2.hdslb.com/bfs/face/368f5802fdf22da490742b4b9c18b875d3af0300.jpg,0.3297538757324219,0.6702461242675781,人类撰写
1056,0,294211800929,502570171,皋习习羊习习,6,保密,"张雪峰这几年没少赚钱，但也没少捐钱。
苏州大学、苏州科技大学、苏州工学院、苏州城市学院的大一贫困新生，每年200人，每人5000元，持续到2027年，共500万。
郑州大学大一贫困新生学费，每年100人，每人5000元，持续到2029年，共300万。
哈尔滨理工大学大一贫困新生学费，每年50人，每人5000元，持续至2027年。共100万。
黑龙江几所高校，也是每人每年5000元，共195万。
除此之外，还有些没有完全披露的捐赠项目，例如黑龙江省青少年发展基金会，哈尔滨工程大学、黑龙江大学、齐齐哈尔大学等，均有定向捐赠，金额没有公开。
公司员工的高中母校定向捐助，例如上蔡县第一高级中学，6万元等等。
累计捐赠总额：约1195万元，累计资助学生：约2190人/次。
另外，还有填报志愿期间了解到的贫困生，承诺资助四年大学费用。
所以说，寒门学子感激他，怀念他，太正常了，只不过他出名靠的是讲相声而已！",2026-03-26 07:39:09,0,1,,山东,否,https://i1.hdslb.com/bfs/face/ba2c557d5acd470d5ab12488da0afca756c2e182.jpg,0.10867556184530258,0.8913244009017944,人类撰写
1057,0,294208431697,34160562,terrydun0701,5,保密,在备考事业编的我赶紧去休息了[doge],2026-03-26 06:49:58,0,0,,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.08010159432888031,0.9198984503746033,人类撰写
1058,0,296742197936,436538644,巫不可,5,保密,我总觉得众人在追逐某种不可能公平的公平，你没有就是你不努力?,2026-03-26 10:41:05,0,0,未知是人生最大的魅力，最让我感到慌乱的，就是被剧透的人生。,北京,否,https://i1.hdslb.com/bfs/face/45e0ad572a029557debf9b30aae2ec6d1a5ff3e8.jpg,0.014651086181402206,0.9853488802909851,人类撰写
1059,0,296730220752,3546592200100142,不恰辣蕉,3,保密,资本的异化就是把个人裹挟成资本本身扩张的工具，所以说搞社会主义的信念要一直坚持下去,2026-03-26 08:37:07,0,1,既要防止军国主义抬头，也要防止资本主义复辟,江西,否,https://i2.hdslb.com/bfs/face/d5cb9e8c63f72d5efad92182730dbeb4164998fc.jpg,0.01594366505742073,0.9840563535690308,人类撰写
1060,0,296744494320,483814149,字可以今朝郡斋冷,5,保密,确实。上班还有空跑步机跑步的，是普通人啊,2026-03-26 11:02:55,0,0,不会吧,北京,否,https://i0.hdslb.com/bfs/face/da2e19f284f4f9d09fa8ee835bf6c98e800a084d.jpg,0.014332517050206661,0.9856675267219543,人类撰写
1061,0,296738606096,408821516,qiubinc,5,保密,在古时候，他这种也不是寒门出贵子啊，是流民入寒门，[笑哭],2026-03-26 10:05:20,0,1,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.022328365594148636,0.9776715636253357,人类撰写
1062,0,294225416673,8877792,龙虾贝丁,6,保密,忙完这阵子就好了。。。人生十大错觉之一。。。请冯律师马上去休息[喜极而泣],2026-03-26 10:30:30,0,0,,上海,是,http://i0.hdslb.com/bfs/face/member/noface.jpg,0.03592745587229729,0.9640725255012512,人类撰写
1063,0,294211678753,374026098,菊花刀666,5,保密,你要是走了，我上哪认识那么多成都人啊？我在网上知道的抽象事件不说30%吧，之前10%-20%的都是在你这里看到的[微笑],2026-03-26 07:37:19,0,0,,北京,是,https://i0.hdslb.com/bfs/face/3aa15f2389ec7ebd6f2bb3f8e99fba4c0e355393.jpg,0.04243301972746849,0.957567036151886,人类撰写
1064,0,296714588368,357754931,米奥蜀黍,6,男,"兄弟们记住这几句话：
是石头在哪里都不会发光[doge]
比你牛逼的人都在努力，那你努力还有什么用呢[doge]
生活不止今天的苟且，还有明天的[doge]",2026-03-26 05:13:50,0,1,"喜欢休闲向，爽游FPS，角色扮演类游戏。

好的游戏就像一壶陈年老酒，越品越有味道。",安徽,是,https://i2.hdslb.com/bfs/face/201f71024260803bbee045f00efbbcd8ede5e87e.jpg,0.026208650320768356,0.9737913608551025,人类撰写
1065,0,294208497169,319641959,如涸如何如河,6,保密,冯律都要上海买房了啊[大哭],2026-03-26 06:50:45,0,0,如涸如何如河,陕西,是,https://i2.hdslb.com/bfs/face/6a72a94a2bca40c8ab440f55cb15cb505362261d.jpg,0.022905617952346802,0.9770943522453308,人类撰写
1066,0,296743440160,330928442,五杀代言人,5,男,放心吧，还是钱亲，不会有人在意身体的,2026-03-26 10:53:04,0,0,。。,河南,否,https://i2.hdslb.com/bfs/face/f87416e187987708bf3ccd8430273d9ef1de2725.jpg,0.02243007719516754,0.9775699377059937,人类撰写
1067,0,296729737536,67336,舍瓦Sheva7,6,保密,"就是认不清加班对于身体的负荷和中高强度运动对身体的损伤。
中国一年猝死的50几万人，相当于每分钟都有人猝死，在医院外突发心源性猝死救治率不到1%
他是加班多了又不好好休息。忙过这几年赚个5亿10亿就退休，觉得身体能挺住。",2026-03-26 08:30:40,0,0,热情，礼貌，一问三不知。感谢，感恩，但是对不起。明白，理解，实在没办法。,黑龙江,否,https://i1.hdslb.com/bfs/face/f383fedf59b1503a2265778e0d4006cb07b9ae76.jpg,0.011938927695155144,0.9880610704421997,人类撰写
1068,0,296707688016,152395644,TikW20201020,6,保密,他在那个位置也是身不由己，有自己的公司，不可能说退就退，把公司给别人吧舍不得，他自己孩子又还小，能怎么办。,2026-03-26 04:04:05,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/b7af802409026c6534441eb5298434feed41fd1d.jpg,0.018662361428141594,0.9813376665115356,人类撰写
